Date,Open,High,Low,Close,Volume
01/08/2016,"105.67","106.29","103.90","104.01","69,344,008"
01/07/2016,"105.96","107.29","104.81","104.87","61,386,301"
01/06/2016,"107.43","108.89","107.41","108.26","41,891,090"
01/05/2016,"110.04","110.18","108.80","109.31","38,795,180"
01/04/2016,"109.43","109.60","108.12","109.50","50,807,641"
12/31/2015,"112.87","113.08","111.84","111.86","29,886,850"
12/30/2015,"114.16","114.24","113.25","113.27","19,520,080"
12/29/2015,"113.22","114.55","113.13","114.30","27,725,670"
12/28/2015,"112.32","112.55","111.51","112.53","19,183,641"
12/24/2015,"112.57","112.90","112.54","112.59","11,480,240"
12/23/2015,"112.34","112.69","112.16","112.61","25,656,930"
12/22/2015,"111.65","111.94","111.05","111.78","26,540,311"
12/21/2015,"110.87","111.07","110.05","111.05","26,432,811"
12/18/2015,"111.58","111.88","109.83","109.83","53,746,059"
12/17/2015,"114.46","114.48","112.30","112.32","45,668,801"
12/16/2015,"113.07","114.17","111.89","113.98","44,944,113"
12/15/2015,"112.60","113.28","112.17","112.31","48,428,008"
12/14/2015,"110.98","111.68","109.38","111.63","53,098,512"
12/11/2015,"112.09","112.39","110.72","110.79","56,022,219"
12/10/2015,"113.15","114.16","112.81","113.40","30,154,619"
12/09/2015,"114.11","114.76","112.20","112.89","48,509,199"
12/08/2015,"113.44","115.00","113.38","114.63","30,792,650"
12/07/2015,"115.22","115.29","114.07","114.62","25,892,100"
12/04/2015,"112.84","115.33","112.62","115.14","40,037,320"
12/03/2015,"114.76","114.96","111.84","112.51","42,754,352"
12/02/2015,"115.23","115.75","114.28","114.45","22,395,480"
12/01/2015,"114.48","115.16","114.34","115.16","28,639,449"
11/30/2015,"114.60","114.65","113.65","114.02","25,041,650"
11/27/2015,"114.40","114.54","113.92","114.31","8,827,991"
11/25/2015,"114.19","114.36","113.91","114.15","14,159,940"
11/24/2015,"113.42","114.32","112.84","114.05","26,374,410"
11/23/2015,"114.53","114.94","113.66","114.15","20,696,180"
11/20/2015,"114.24","114.57","114.14","114.48","22,727,590"
11/19/2015,"113.68","114.23","113.49","113.71","26,188,119"
11/18/2015,"111.94","113.74","111.83","113.63","32,966,461"
11/17/2015,"111.61","112.29","111.21","111.49","30,579,461"
11/16/2015,"109.74","111.44","109.48","111.42","33,980,633"
11/13/2015,"111.57","111.69","109.78","109.84","52,836,039"
11/12/2015,"112.65","113.23","111.96","112.04","31,196,881"
11/11/2015,"113.59","114.14","112.95","113.14","22,748,811"
11/10/2015,"112.97","113.39","112.63","113.28","35,452,129"
11/09/2015,"114.36","114.51","112.87","113.57","33,479,762"
11/06/2015,"114.49","114.92","113.76","114.79","29,924,900"
11/05/2015,"115.12","115.40","114.11","114.71","25,004,080"
11/04/2015,"115.39","115.47","114.54","115.02","28,633,051"
11/03/2015,"114.38","115.42","114.21","115.01","20,418,391"
11/02/2015,"113.63","114.75","113.39","114.61","22,176,920"
10/30/2015,"113.89","114.08","113.30","113.33","27,199,230"
10/29/2015,"113.50","114.03","113.38","113.84","24,913,340"
10/28/2015,"113.25","114.02","112.34","114.02","42,221,871"
10/27/2015,"112.55","113.24","112.52","113.08","31,390,510"
10/26/2015,"112.70","113.07","112.27","112.85","25,918,000"
10/23/2015,"112.66","113.24","112.07","112.78","53,170,910"
10/22/2015,"108.48","109.80","108.17","109.71","42,778,699"
10/21/2015,"108.73","108.84","107.48","107.52","30,195,240"
10/20/2015,"108.55","108.78","107.81","108.18","23,404,689"
10/19/2015,"107.98","108.81","107.74","108.74","23,776,270"
10/16/2015,"107.90","108.18","107.38","108.12","27,091,100"
10/15/2015,"106.32","107.68","106.18","107.67","38,393,840"
10/14/2015,"106.10","106.63","105.49","105.93","30,902,641"
10/13/2015,"106.18","107.26","106.00","106.10","26,999,609"
10/12/2015,"106.73","106.99","106.35","106.79","16,161,960"
10/09/2015,"106.10","106.73","105.81","106.53","23,916,230"
10/08/2015,"105.23","106.23","104.21","106.05","50,188,871"
10/07/2015,"105.66","105.86","104.29","105.63","37,389,328"
10/06/2015,"105.25","105.60","104.18","105.00","33,051,531"
10/05/2015,"104.78","105.78","104.55","105.50","32,853,531"
10/02/2015,"100.80","104.01","100.48","104.01","59,370,859"
10/01/2015,"101.94","102.23","100.59","102.22","39,339,129"
09/30/2015,"100.89","101.87","100.50","101.76","41,411,434"
09/29/2015,"100.24","101.26","98.75","99.47","49,315,527"
09/28/2015,"102.48","102.55","99.69","99.99","44,077,488"
09/25/2015,"104.91","105.01","102.28","102.92","44,700,008"
09/24/2015,"103.17","104.19","102.27","103.80","38,284,328"
09/23/2015,"104.38","104.66","103.64","104.18","21,775,131"
09/22/2015,"104.06","104.42","103.13","104.10","47,359,648"
09/21/2015,"105.93","106.55","104.73","105.68","35,772,621"
09/18/2015,"105.23","106.60","105.17","105.35","48,384,000"
09/17/2015,"106.98","108.73","106.64","107.13","56,139,809"
09/16/2015,"106.51","107.19","106.14","107.09","31,329,150"
09/15/2015,"105.50","106.82","105.11","106.49","30,020,221"
09/14/2015,"105.96","105.98","104.85","105.25","19,718,801"
09/11/2015,"104.51","105.57","104.21","105.57","29,106,090"
09/10/2015,"103.74","105.68","103.62","104.99","47,686,711"
09/09/2015,"106.28","106.31","103.59","103.86","47,146,738"
09/08/2015,"104.12","105.17","103.69","105.04","37,343,527"
09/04/2015,"101.97","102.85","101.59","102.16","49,379,641"
09/03/2015,"104.31","105.02","103.10","103.39","45,131,793"
09/02/2015,"102.88","103.92","101.70","103.90","43,963,559"
09/01/2015,"101.71","103.29","100.63","101.05","73,155,539"
08/31/2015,"105.03","105.61","104.05","104.31","39,549,379"
08/28/2015,"105.08","106.00","104.85","105.62","49,919,633"
08/27/2015,"104.52","105.71","103.28","105.64","69,377,688"
08/26/2015,"100.96","103.23","98.93","103.03","104,103,797"
08/25/2015,"102.07","102.74","98.01","98.09","75,088,281"
08/24/2015,"94.23","102.53","84.74","98.46","150,829,906"
08/21/2015,"105.57","106.47","102.40","102.40","97,763,445"
08/20/2015,"109.11","109.46","107.07","107.08","57,747,352"
