Date,Open,High,Low,Close,Volume
04/12/2018,"161.30","162.77","161.16","162.21","30,467,891"
04/11/2018,"160.20","162.00","160.10","160.28","41,622,141"
04/10/2018,"160.13","161.73","159.07","161.21","48,601,320"
04/09/2018,"158.01","160.88","157.46","157.73","41,810,379"
04/06/2018,"158.94","160.46","155.88","156.63","59,870,871"
04/05/2018,"161.33","161.58","159.48","160.65","43,054,871"
04/04/2018,"154.27","160.23","154.04","159.74","65,768,688"
04/03/2018,"156.92","157.92","154.44","157.26","64,090,047"
04/02/2018,"159.00","159.74","153.88","155.51","85,549,438"
03/29/2018,"158.13","161.71","156.63","160.13","68,692,570"
03/28/2018,"158.25","159.78","156.04","157.25","89,369,664"
03/27/2018,"165.60","165.62","157.68","159.08","78,889,109"
03/26/2018,"161.68","164.60","159.16","164.40","57,481,500"
03/23/2018,"162.60","163.30","158.43","158.51","80,110,391"
03/22/2018,"164.70","165.77","162.59","162.80","66,607,289"
03/21/2018,"167.23","168.76","166.19","166.92","43,863,539"
03/20/2018,"167.10","168.04","166.61","167.65","34,075,660"
03/19/2018,"169.16","169.22","165.64","167.10","71,395,055"
03/16/2018,"171.78","172.20","170.94","171.02","31,176,740"
03/15/2018,"171.83","172.53","170.90","171.53","28,810,369"
03/14/2018,"172.58","172.74","170.93","171.68","40,536,379"
03/13/2018,"174.80","175.21","171.27","171.71","55,638,930"
03/12/2018,"173.65","174.48","173.28","174.08","37,634,969"
03/09/2018,"171.10","173.16","170.82","173.16","38,310,551"
03/08/2018,"169.54","169.98","168.95","169.86","25,828,369"
03/07/2018,"167.26","169.07","166.96","168.93","34,609,406"
03/06/2018,"168.61","169.11","167.48","168.54","29,480,930"
03/05/2018,"165.26","168.26","164.59","167.83","38,540,207"
03/02/2018,"162.59","166.28","161.96","165.99","57,445,059"
03/01/2018,"167.29","168.07","163.00","164.48","76,809,906"
02/28/2018,"169.25","169.80","167.10","167.21","42,936,328"
02/27/2018,"170.42","170.73","168.21","168.29","42,209,871"
02/26/2018,"168.93","170.40","168.82","170.40","39,266,660"
02/23/2018,"166.06","168.17","165.45","168.17","50,096,922"
02/22/2018,"165.54","166.42","164.38","164.80","37,074,406"
02/21/2018,"166.06","167.72","164.72","164.82","41,161,781"
02/20/2018,"164.39","166.68","164.31","165.29","36,785,633"
02/16/2018,"165.18","166.76","164.68","164.96","62,256,289"
02/15/2018,"164.14","165.70","162.44","165.70","51,633,887"
02/14/2018,"158.79","162.93","158.00","162.68","52,107,434"
02/13/2018,"157.98","160.01","157.72","159.69","31,785,600"
02/12/2018,"157.67","159.95","156.46","158.87","63,050,641"
02/09/2018,"155.66","157.24","150.13","156.10","113,836,602"
02/08/2018,"160.69","160.80","153.45","153.45","94,184,828"
02/07/2018,"161.79","163.55","160.20","160.21","91,028,328"
02/06/2018,"155.96","162.51","155.10","162.31","118,537,906"
02/05/2018,"163.13","165.75","158.00","158.12","105,372,203"
02/02/2018,"167.34","167.70","164.47","164.61","68,478,078"
02/01/2018,"168.12","169.73","167.42","167.96","38,037,879"
01/31/2018,"169.67","169.99","168.34","169.40","42,449,199"
01/30/2018,"168.55","169.42","167.82","168.70","44,987,688"
01/29/2018,"170.52","170.91","169.74","170.10","37,277,848"
01/26/2018,"169.27","170.95","168.96","170.93","32,038,180"
01/25/2018,"169.55","169.63","167.81","168.35","28,924,961"
01/24/2018,"169.81","170.24","167.44","168.41","54,287,379"
01/23/2018,"168.64","169.66","168.56","169.51","37,989,648"
01/22/2018,"166.27","168.12","166.09","168.12","26,081,391"
01/19/2018,"166.32","166.61","165.54","166.34","38,937,594"
01/18/2018,"165.55","166.20","165.14","165.82","26,432,170"
01/17/2018,"164.77","166.04","164.00","165.79","33,849,879"
01/16/2018,"165.55","166.42","163.53","164.02","41,231,848"
01/12/2018,"163.03","164.66","162.94","164.49","37,762,711"
01/11/2018,"162.48","163.30","162.21","163.29","20,473,520"
01/10/2018,"161.80","162.21","161.12","162.18","34,004,031"
01/09/2018,"162.85","163.04","162.07","162.56","24,782,449"
01/08/2018,"161.90","162.63","161.86","162.55","23,159,061"
