Date,Open,High,Low,Close,Volume
01/08/2018,"161.90","162.63","161.86","162.55","23,159,061"
01/05/2018,"161.04","162.03","160.77","161.92","26,992,340"
01/04/2018,"160.59","160.79","160.08","160.31","24,776,131"
01/03/2018,"158.61","160.17","158.61","160.03","29,383,561"
01/02/2018,"156.50","158.53","156.17","158.49","32,573,270"
12/29/2017,"156.90","156.90","155.70","155.76","33,185,961"
12/28/2017,"157.05","157.07","156.54","156.73","25,393,830"
12/27/2017,"156.52","156.96","156.39","156.54","22,388,189"
12/26/2017,"156.53","156.72","155.95","156.52","21,918,721"
12/22/2017,"157.31","157.43","156.95","157.37","23,330,439"
12/21/2017,"157.73","158.25","157.37","157.55","18,638,680"
12/20/2017,"158.25","158.28","156.91","157.53","38,972,602"
12/19/2017,"158.34","158.50","157.26","157.70","31,414,971"
12/18/2017,"158.29","158.77","158.07","158.64","26,844,520"
12/15/2017,"156.49","157.82","156.23","157.65","49,816,152"
12/14/2017,"156.28","156.66","155.71","155.88","24,594,680"
12/13/2017,"156.28","156.49","155.76","155.99","24,418,480"
12/12/2017,"155.81","156.15","155.36","155.69","20,310,250"
12/11/2017,"154.76","155.95","154.76","155.90","20,821,529"
12/08/2017,"155.10","155.53","154.46","154.70","28,081,670"
12/07/2017,"153.49","154.46","153.33","154.02","32,666,211"
12/06/2017,"152.26","153.74","152.06","153.50","28,647,770"
12/05/2017,"152.64","154.55","152.10","152.81","40,604,207"
12/04/2017,"155.47","155.63","152.56","152.71","51,319,152"
12/01/2017,"154.19","155.24","152.26","154.49","59,015,832"
11/30/2017,"154.46","155.45","154.15","155.15","56,595,473"
11/29/2017,"156.45","156.45","153.12","153.86","71,986,336"
11/28/2017,"156.52","156.69","155.70","156.59","25,227,320"
11/27/2017,"156.20","156.56","155.83","156.19","22,653,391"
11/24/2017,"155.86","156.31","155.76","156.26","8,280,586"
11/22/2017,"155.63","155.84","155.34","155.69","17,299,039"
11/21/2017,"154.56","155.57","154.49","155.50","20,147,760"
11/20/2017,"154.08","154.20","153.61","153.83","21,143,939"
11/17/2017,"154.58","154.69","153.80","153.95","28,725,801"
11/16/2017,"153.38","154.89","153.33","154.54","34,790,566"
11/15/2017,"152.61","153.00","151.78","152.59","24,808,000"
11/14/2017,"153.31","153.50","152.57","153.31","25,173,760"
11/13/2017,"153.12","154.07","153.10","153.87","12,522,400"
11/10/2017,"153.36","153.80","153.06","153.68","20,150,760"
11/09/2017,"153.26","153.77","152.11","153.69","40,594,480"
11/08/2017,"153.81","154.54","153.62","154.50","17,373,520"
11/07/2017,"153.67","154.08","153.34","153.88","21,333,061"
11/06/2017,"153.13","153.85","153.10","153.79","28,693,920"
11/03/2017,"152.39","153.29","151.84","153.27","26,199,250"
11/02/2017,"151.92","151.99","150.77","151.81","31,017,430"
11/01/2017,"152.75","152.83","151.50","152.10","29,481,570"
10/31/2017,"152.04","152.37","151.63","152.15","26,319,330"
10/30/2017,"151.08","152.19","150.99","151.58","31,733,391"
10/27/2017,"149.33","151.52","149.20","151.24","60,165,129"
10/26/2017,"147.36","147.71","146.92","146.96","28,230,199"
10/25/2017,"147.70","148.18","146.33","147.43","36,179,121"
10/24/2017,"148.00","148.30","147.44","147.99","20,289,471"
10/23/2017,"149.01","149.03","147.53","147.74","29,297,131"
10/20/2017,"148.91","149.04","148.53","148.71","30,173,270"
10/19/2017,"148.02","148.33","147.27","148.31","27,680,289"
10/18/2017,"149.21","149.21","148.64","148.86","17,218,240"
10/17/2017,"148.79","149.06","148.57","149.04","13,138,160"
10/16/2017,"148.70","148.89","148.39","148.85","21,809,410"
10/13/2017,"148.40","148.51","147.78","148.34","18,409,891"
10/12/2017,"147.84","148.36","147.62","147.77","14,513,480"
10/11/2017,"147.53","148.07","147.34","148.04","12,439,050"
