Date,Open,High,Low,Close,Volume
01/04/2021,"315.11","315.29","305.18","309.31","45,305,898"
12/31/2020,"312.87","314.24","311.76","313.74","21,611,410"
12/30/2020,"314.16","314.49","312.33","312.97","18,138,070"
12/29/2020,"314.05","314.69","312.03","312.96","25,871,930"
12/28/2020,"312.25","313.17","310.36","312.68","22,497,750"
12/24/2020,"308.47","310.02","308.39","309.56","16,785,000"
12/23/2020,"309.81","310.18","308.04","308.20","21,201,279"
12/22/2020,"309.85","310.71","306.85","309.76","26,378,340"
12/21/2020,"306.46","309.47","303.60","308.92","37,095,480"
12/18/2020,"311.66","311.98","307.61","310.06","41,173,391"
12/17/2020,"310.63","311.24","309.39","311.00","23,730,520"
12/16/2020,"307.70","309.79","306.62","308.98","25,461,891"
12/15/2020,"306.37","307.29","304.11","307.29","25,790,461"
12/14/2020,"303.08","306.05","303.01","304.04","28,804,830"
12/11/2020,"300.81","301.98","298.47","301.85","26,760,420"
12/10/2020,"299.21","303.68","298.09","302.52","27,519,539"
12/09/2020,"308.07","308.36","300.21","301.31","48,839,312"
12/08/2020,"306.76","308.60","304.95","308.29","18,341,461"
12/07/2020,"305.71","307.63","305.52","307.25","20,850,971"
12/04/2020,"304.33","305.67","303.63","305.52","19,332,080"
12/03/2020,"304.07","305.88","303.53","304.28","22,828,730"
12/02/2020,"302.22","304.20","300.35","303.85","23,620,000"
12/01/2020,"301.87","305.14","300.83","303.46","27,642,641"
11/30/2020,"299.30","299.97","294.78","299.62","27,836,230"
11/27/2020,"298.29","300.17","297.90","299.01","17,163,119"
11/25/2020,"295.44","296.94","294.59","296.28","23,326,830"
11/24/2020,"291.49","294.98","289.63","294.47","24,516,789"
11/23/2020,"291.41","292.75","288.07","290.39","26,875,590"
11/20/2020,"292.30","293.07","290.29","290.38","25,907,311"
11/19/2020,"289.48","292.70","288.85","292.38","22,718,420"
11/18/2020,"291.70","293.37","290.02","290.11","28,069,619"
11/17/2020,"293.40","293.74","291.61","292.27","21,843,461"
11/16/2020,"290.68","293.51","289.99","293.20","30,168,359"
