Date,Open,High,Low,Close,Volume
01/03/2022,"399.05","401.94","396.88","401.68","40,575,848"
12/31/2021,"399.66","401.06","397.34","397.85","34,752,879"
12/30/2021,"401.33","403.57","399.75","400.35","23,850,070"
12/29/2021,"401.75","403.05","399.11","401.55","32,248,480"
12/28/2021,"404.40","404.58","400.71","401.61","33,113,730"
12/27/2021,"398.25","403.48","398.22","403.48","32,820,711"
12/23/2021,"394.31","398.43","394.14","396.92","29,595,539"
12/22/2021,"388.91","394.16","388.23","393.95","37,042,199"
12/21/2021,"384.05","389.53","380.20","389.21","48,899,480"
12/20/2021,"379.57","381.50","377.47","380.69","65,336,832"
12/17/2021,"383.33","389.19","381.77","384.91","81,642,852"
12/16/2021,"398.04","398.48","385.21","386.84","82,591,367"
12/15/2021,"387.94","397.42","383.88","397.05","73,858,031"
12/14/2021,"387.30","390.09","383.63","388.20","75,199,188"
12/13/2021,"398.00","398.33","391.88","392.26","50,166,406"
12/10/2021,"396.62","398.28","393.36","398.01","52,545,770"
12/09/2021,"398.35","400.20","393.53","393.73","49,973,711"
12/08/2021,"398.17","399.82","396.22","399.61","39,204,039"
12/07/2021,"393.03","398.46","392.99","397.83","56,005,262"
12/06/2021,"383.63","387.60","379.30","386.20","67,588,797"
12/03/2021,"391.31","392.34","378.90","383.13","105,349,102"
12/02/2021,"385.80","391.74","384.34","389.91","84,416,625"
12/01/2021,"398.28","400.48","386.64","387.12","78,379,250"
11/30/2021,"398.78","401.19","391.75","393.82","81,332,688"
11/29/2021,"395.89","400.73","395.14","399.69","54,447,113"
11/26/2021,"396.11","397.54","389.77","391.20","51,533,312"
11/24/2021,"394.93","399.05","392.54","398.76","46,954,379"
11/23/2021,"398.11","400.23","392.92","397.48","70,098,734"
11/22/2021,"405.57","408.71","399.19","399.30","61,715,367"
11/19/2021,"403.43","405.30","402.58","403.99","45,191,719"
11/18/2021,"399.73","402.27","397.45","401.75","45,721,520"
11/17/2021,"397.75","399.72","396.64","397.63","28,703,260"
11/16/2021,"393.86","397.93","393.66","397.42","27,872,939"
11/15/2021,"395.91","396.24","392.10","394.61","33,716,859"
