Date,Open,High,Low,Close,Volume
02/25/2022,"237.21","242.17","233.81","241.57","52,886,551"
02/24/2022,"210.15","238.00","208.90","237.48","73,580,062"
02/23/2022,"238.02","241.55","223.01","223.87","56,651,078"
02/22/2022,"230.35","240.64","230.00","233.90","63,342,238"
02/18/2022,"246.68","249.86","231.00","236.42","76,125,484"
02/17/2022,"256.30","257.85","241.65","245.07","81,059,516"
02/16/2022,"262.59","265.82","255.52","265.11","73,267,633"
02/15/2022,"249.49","265.45","247.84","264.95","70,175,281"
02/14/2022,"239.34","248.75","237.55","242.67","44,042,441"
02/11/2022,"259.16","261.52","237.73","239.49","60,547,199"
02/10/2022,"259.95","269.25","256.00","258.24","51,319,969"
02/09/2022,"256.22","267.25","253.53","267.05","52,428,168"
02/08/2022,"243.59","252.30","239.80","251.08","41,035,859"
02/07/2022,"243.72","251.82","242.02","247.28","37,686,754"
02/04/2022,"239.72","246.35","236.32","243.19","35,482,848"
02/03/2022,"244.58","250.77","237.80","239.48","41,017,781"
02/02/2022,"257.94","258.17","245.53","252.42","54,341,941"
02/01/2022,"251.04","251.45","238.90","246.38","51,892,520"
01/31/2022,"231.82","245.09","230.52","244.86","56,467,969"
01/28/2022,"220.12","228.58","212.96","228.40","54,377,434"
01/27/2022,"235.68","239.95","216.75","219.44","57,335,273"
01/26/2022,"232.40","240.57","223.00","227.72","75,595,875"
01/25/2022,"225.46","229.43","220.00","223.24","66,461,641"
01/24/2022,"223.30","233.80","208.88","233.72","91,581,055"
01/21/2022,"235.07","248.23","232.63","233.74","71,895,773"
01/20/2022,"253.04","255.79","240.78","241.50","43,518,070"
01/19/2022,"260.79","265.43","250.52","250.67","48,831,449"
01/18/2022,"262.60","266.38","257.70","259.03","42,530,621"
01/14/2022,"263.00","271.97","262.10","269.42","39,583,238"
01/13/2022,"283.79","284.80","264.98","265.75","53,886,809"
01/12/2022,"280.67","285.95","276.08","279.99","38,341,352"
01/11/2022,"273.23","280.65","268.39","278.17","40,408,930"
01/10/2022,"265.81","274.69","256.44","274.00","59,468,102"
01/07/2022,"281.41","284.22","270.57","272.47","40,993,848"
01/06/2022,"276.40","284.38","270.65","281.78","45,418,641"
01/05/2022,"289.49","294.16","275.33","276.04","49,806,391"
01/04/2022,"302.77","304.68","283.49","292.90","52,715,441"
01/03/2022,"298.15","307.11","297.85","301.21","39,240,289"
