Date,Open,High,Low,Close,Volume
01/07/2019,"34.63","36.22","34.11","35.85","70,915,920"
01/04/2019,"32.74","34.43","32.43","34.05","58,561,920"
01/03/2019,"33.45","33.79","31.92","32.00","70,555,156"
01/02/2019,"32.66","34.62","32.51","34.06","50,875,360"
12/31/2018,"33.85","34.18","33.07","33.38","46,514,000"
12/28/2018,"33.00","34.35","32.58","33.41","62,849,280"
12/27/2018,"32.75","33.10","31.30","32.79","63,704,320"
12/26/2018,"32.24","33.29","31.12","33.28","69,509,920"
12/24/2018,"31.62","32.49","31.13","31.77","46,383,920"
12/21/2018,"34.04","34.38","32.12","32.39","86,374,116"
12/20/2018,"34.54","35.45","33.17","33.78","74,958,796"
12/19/2018,"36.40","36.94","34.11","34.63","74,536,600"
12/18/2018,"36.34","37.58","36.06","36.74","56,437,000"
12/17/2018,"36.31","37.04","35.31","35.90","66,286,720"
12/14/2018,"36.80","37.65","36.38","36.61","47,182,120"
12/13/2018,"37.70","38.35","36.86","37.22","47,138,480"
12/12/2018,"37.11","38.20","36.21","37.23","65,413,600"
12/11/2018,"38.89","38.97","36.25","37.05","67,191,320"
12/10/2018,"36.45","38.21","36.41","37.97","62,947,360"
12/07/2018,"39.62","39.72","36.40","36.90","68,167,796"
12/06/2018,"37.86","39.62","37.70","39.57","69,230,960"
12/04/2018,"42.06","42.11","39.13","39.28","81,211,156"
12/03/2018,"43.15","43.67","41.84","42.51","89,080,436"
11/30/2018,"39.44","40.96","38.93","40.86","72,956,436"
11/29/2018,"40.00","40.38","39.04","39.34","54,917,360"
11/28/2018,"39.62","40.07","38.28","40.02","80,452,564"
11/27/2018,"38.00","39.25","37.64","38.43","73,806,040"
11/26/2018,"37.47","38.37","36.64","38.26","81,483,244"
11/23/2018,"35.83","37.40","35.70","36.25","41,196,840"
11/21/2018,"38.66","38.83","35.90","36.18","102,549,400"
11/20/2018,"33.52","38.57","33.33","37.27","169,203,328"
11/19/2018,"40.45","40.46","36.16","36.18","169,782,048"
11/16/2018,"40.83","42.67","40.40","41.11","196,351,920"
11/15/2018,"49.24","51.33","48.88","50.60","84,070,884"
11/14/2018,"51.58","51.72","48.21","49.30","52,657,880"
11/13/2018,"48.37","51.05","48.31","49.83","64,471,120"
11/12/2018,"50.50","50.72","47.17","47.39","61,711,800"
11/09/2018,"50.60","52.33","50.26","51.42","41,324,200"
11/08/2018,"52.85","52.86","50.96","51.50","51,135,280"
11/07/2018,"53.44","54.35","52.80","53.45","48,381,200"
11/06/2018,"52.86","53.71","52.39","52.77","29,901,036"
11/05/2018,"53.60","53.83","51.32","52.94","37,933,040"
11/02/2018,"54.43","55.50","52.55","53.73","45,296,000"
11/01/2018,"53.08","54.62","51.80","54.53","56,652,840"
10/31/2018,"52.41","53.15","51.00","52.71","74,577,204"
10/30/2018,"46.64","50.85","46.41","50.75","80,719,080"
10/29/2018,"51.00","51.03","44.00","46.41","75,801,756"
10/26/2018,"49.58","51.21","48.28","49.57","66,478,524"
10/25/2018,"48.87","52.44","48.42","51.96","95,172,156"
10/24/2018,"54.88","55.35","49.71","49.85","88,428,796"
10/23/2018,"55.11","56.05","54.18","55.27","62,643,800"
10/22/2018,"57.82","58.83","56.77","57.81","36,884,364"
10/19/2018,"60.44","60.64","56.93","57.29","61,361,000"
10/18/2018,"61.47","61.85","59.27","59.88","52,402,200"
10/17/2018,"62.09","62.47","60.27","60.77","32,966,804"
10/16/2018,"59.98","61.57","59.49","61.46","40,871,200"
10/15/2018,"61.50","61.50","58.84","58.85","44,976,120"
10/12/2018,"61.38","62.39","59.91","61.64","60,823,680"
10/11/2018,"60.54","61.89","58.57","58.78","72,543,720"
10/10/2018,"65.32","65.78","61.40","61.42","68,493,796"
10/09/2018,"66.24","67.19","65.70","66.39","27,349,972"
10/08/2018,"66.63","67.79","65.02","66.44","40,861,080"
10/05/2018,"69.57","70.20","66.89","67.47","42,663,440"
10/04/2018,"71.32","71.56","69.05","69.82","39,121,956"
10/03/2018,"72.33","72.41","70.63","71.68","32,055,076"
10/02/2018,"72.06","73.19","71.40","71.62","38,396,472"
10/01/2018,"71.04","73.02","70.65","72.34","62,205,800"
09/28/2018,"68.18","70.48","67.90","70.26","70,939,640"
09/27/2018,"67.09","67.30","66.53","66.85","21,442,868"
