Date,Open,High,Low,Close,Volume
01/04/2021,"131.04","136.52","129.63","131.14","56,064,200"
12/31/2020,"131.37","131.51","129.15","130.55","19,242,440"
12/30/2020,"129.90","132.14","128.97","131.46","22,539,716"
12/29/2020,"129.25","130.73","128.42","129.43","17,037,216"
12/28/2020,"130.63","130.63","127.63","129.00","21,256,564"
12/24/2020,"130.37","131.33","129.39","129.94","9,788,352"
12/23/2020,"132.56","132.75","130.05","130.09","17,914,276"
12/22/2020,"133.19","133.37","130.54","132.78","18,631,488"
12/21/2020,"130.75","133.70","129.68","133.32","30,233,216"
12/18/2020,"133.79","134.05","130.71","132.72","34,206,464"
12/17/2020,"133.67","133.80","131.79","133.41","23,138,388"
12/16/2020,"134.23","134.37","132.13","132.43","22,311,468"
12/15/2020,"134.40","134.64","131.87","133.61","19,348,592"
12/14/2020,"130.88","133.89","130.78","133.09","27,015,788"
12/11/2020,"129.67","130.20","128.23","130.13","20,926,564"
12/10/2020,"128.69","130.69","128.49","129.72","20,776,472"
12/09/2020,"133.01","134.14","128.68","129.31","40,130,120"
12/08/2020,"135.85","135.99","132.82","133.50","27,192,088"
12/07/2020,"136.01","137.31","135.00","136.07","22,324,324"
12/04/2020,"134.49","135.60","133.89","135.58","20,224,340"
12/03/2020,"135.88","136.60","133.29","133.96","19,952,064"
12/02/2020,"133.51","136.73","132.34","135.45","28,336,120"
12/01/2020,"134.92","135.29","132.28","133.90","29,757,128"
11/30/2020,"132.65","134.13","129.72","134.02","28,695,200"
11/27/2020,"133.75","134.08","131.71","132.61","16,727,520"
11/25/2020,"130.33","132.69","130.20","132.35","25,991,640"
11/24/2020,"131.43","131.62","128.85","129.58","34,649,996"
11/23/2020,"131.71","133.83","130.16","131.40","36,135,420"
11/20/2020,"134.54","134.94","130.65","130.88","34,108,980"
11/19/2020,"132.13","134.88","131.00","134.40","56,593,440"
11/18/2020,"134.65","136.06","131.85","134.29","51,092,520"
11/17/2020,"135.53","135.96","133.04","134.22","31,202,796"
11/16/2020,"131.73","136.50","131.56","135.15","41,377,480"
11/13/2020,"136.27","136.69","130.59","132.97","34,676,232"
11/12/2020,"134.79","137.66","133.16","134.57","36,663,500"
11/11/2020,"130.54","134.35","129.48","134.18","40,474,360"
11/10/2020,"136.07","136.07","126.28","127.70","64,406,720"
11/09/2020,"145.53","146.92","136.11","136.31","58,297,800"
11/06/2020,"141.10","145.89","138.95","145.62","38,334,928"
11/05/2020,"141.63","143.39","139.91","141.60","31,902,832"
11/04/2020,"133.89","138.28","133.37","137.94","41,022,920"
11/03/2020,"127.09","131.05","126.03","130.20","27,290,108"
11/02/2020,"126.58","128.37","123.95","125.81","29,965,264"
10/30/2020,"128.50","129.36","123.00","125.34","41,739,600"
10/29/2020,"128.39","131.93","127.50","130.24","32,008,184"
10/28/2020,"131.98","132.60","126.09","126.27","37,651,808"
10/27/2020,"133.06","134.42","131.92","133.97","25,051,968"
10/26/2020,"134.27","136.93","130.39","131.41","33,689,432"
10/23/2020,"134.50","135.93","132.91","135.90","23,348,428"
10/22/2020,"135.23","136.12","132.32","133.61","29,047,944"
10/21/2020,"136.25","137.92","134.78","135.25","21,959,732"
10/20/2020,"135.84","138.00","135.07","136.46","22,921,204"
