Date,Open,High,Low,Close,Volume
01/03/2022,"298.15","307.11","297.85","301.21","39,240,289"
12/31/2021,"296.74","300.30","293.31","294.11","26,652,990"
12/30/2021,"298.27","304.57","295.40","295.86","30,886,420"
12/29/2021,"302.73","305.48","293.66","300.01","34,313,930"
12/28/2021,"313.12","313.30","300.12","303.22","42,059,121"
12/27/2021,"296.60","310.87","296.40","309.45","40,368,594"
12/23/2021,"297.55","300.59","294.31","296.40","34,302,168"
12/22/2021,"288.91","295.55","284.49","294.00","39,518,441"
12/21/2021,"283.74","291.20","274.01","290.75","52,438,488"
12/20/2021,"273.05","281.44","271.45","277.19","46,184,680"
12/17/2021,"279.85","289.22","277.60","278.01","71,662,242"
12/16/2021,"311.52","311.60","280.93","283.87","70,736,602"
12/15/2021,"284.00","305.00","278.38","304.59","69,829,688"
12/14/2021,"276.99","286.78","272.50","283.37","66,703,539"
12/13/2021,"302.49","302.94","281.16","281.61","59,834,367"
12/10/2021,"311.50","313.05","298.61","301.98","48,882,512"
12/09/2021,"317.34","322.05","304.28","304.90","48,850,719"
12/08/2021,"319.99","322.90","314.21","318.26","47,555,152"
12/07/2021,"309.57","324.49","306.51","324.27","59,305,352"
12/06/2021,"298.80","302.41","280.38","300.37","65,893,852"
12/03/2021,"320.00","321.29","301.30","306.93","54,432,512"
12/02/2021,"312.14","324.78","310.25","321.26","47,289,031"
12/01/2021,"332.19","332.89","313.80","314.35","48,580,199"
11/30/2021,"331.69","333.53","318.64","326.76","62,206,648"
11/29/2021,"323.66","334.12","320.36","333.76","45,496,398"
11/26/2021,"326.00","327.10","313.50","315.03","28,306,891"
11/24/2021,"314.61","328.55","309.28","326.74","43,516,230"
11/23/2021,"315.35","323.60","308.80","317.46","53,216,273"
11/22/2021,"335.17","346.47","319.00","319.56","75,433,523"
11/19/2021,"322.43","330.88","319.05","329.85","53,386,672"
11/18/2021,"323.67","327.60","313.21","316.75","78,171,078"
11/17/2021,"304.18","305.09","288.00","292.61","42,850,801"
11/16/2021,"297.59","303.90","297.06","302.03","26,448,369"
11/15/2021,"305.52","306.44","292.47","300.25","38,490,898"
11/12/2021,"300.10","306.80","296.30","303.90","41,305,434"
11/11/2021,"304.68","305.90","297.77","303.90","33,217,211"
11/10/2021,"293.56","308.50","287.78","294.59","63,620,566"
11/09/2021,"322.82","323.10","299.64","306.57","64,674,621"
11/08/2021,"301.49","311.00","299.07","308.04","50,310,090"
11/05/2021,"301.87","314.00","294.10","297.52","85,126,016"
11/04/2021,"272.29","313.65","271.18","298.01","115,363,102"
11/03/2021,"266.70","267.84","262.35","265.98","23,991,029"
11/02/2021,"258.22","266.78","258.00","264.01","29,411,240"
11/01/2021,"256.49","258.94","252.27","258.27","26,573,980"
